Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Broccoli,"DRAM, Lil Yachty",2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.236,0.886,225205,0.525,0.0,8,0.057,-7.39,1,0.132,145.99,4,test
Broccoli,"DRAM, Lil Yachty",2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.236,0.886,225205,0.525,0.0,8,0.057,-7.39,1,0.132,145.99,4,test
Caretaker (feat. SZA),"DRAM, SZA",2015,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.78,0.614,171373,0.275,0.0,2,0.119,-12.804,0,0.186,130.664,4,test
I Do - Vandelux Remix,"DRAMA, Vandelux",2022,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.64,0.777,196559,0.661,0.0215,0,0.333,-9.006,1,0.0397,121.97,4,test
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)","DJ Drama, Jeremih, 2 Chainz, Meek Mill",2012,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.0337,0.436,198920,0.76,0.0,1,0.228,-3.015,0,0.102,148.582,4,test
Whatcha See Is Whatcha Get,The Dramatics,2007,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.249,0.641,214973,0.74,0.0,6,0.281,-8.425,1,0.118,152.939,4,test
Wishing,"DJ Drama, Skeme, Lyquin, Chris Brown",2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.0872,0.477,252307,0.647,0.0,3,0.119,-4.657,0,0.343,109.856,4,test
Dark Rain,DRAMA,2021,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.171,0.765,181080,0.607,0.013,5,0.111,-5.657,1,0.028,112.954,4,test
Billy,DRAMA,2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.348,0.815,211472,0.486,0.00124,8,0.187,-7.363,0,0.0311,106.458,4,test
Hopes Up,DRAMA,2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.317,0.741,206346,0.614,0.0898,7,0.153,-7.255,0,0.032,121.988,4,test
3AM,DRAMA,2022,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.0514,0.71,225368,0.867,0.0195,0,0.229,-5.489,1,0.0399,103.036,4,test
"Ain't No Way Around It Remix feat. Future, Big Boi & Young Jeezy","DJ Drama, Big Boi, Jeezy, Future",2012,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.00525,0.72,278473,0.527,0.0,1,0.291,-9.447,0,0.0736,130.913,4,test
Cash Machine,DRAM,2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.522,0.745,181154,0.669,0.0,9,0.154,-3.613,1,0.129,143.164,4,test
Aint No Way Around It (feat. Future),"DJ Drama, Future",2011,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.000645,0.69,205480,0.511,0.0,2,0.355,-8.65,1,0.0373,130.956,4,test
Low Tide,DRAMA,2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.704,0.534,226078,0.571,0.0182,9,0.168,-7.204,0,0.0438,106.876,4,test
Broccoli,"DRAM, Lil Yachty",2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.247,0.903,225280,0.525,0.0,8,0.0584,-7.687,1,0.216,145.973,4,test
Sweet Va Breeze,DRAM,2016,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.857,0.568,217826,0.488,3.97e-06,3,0.121,-9.463,0,0.0483,97.135,3,test
"Anything, Anything",Dramarama,1985,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.000717,0.576,206427,0.863,2.6e-06,7,0.278,-8.822,1,0.11,112.367,4,test
"Left, Right, Left",Drama,2000,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.00834,0.908,217427,0.517,0.0,4,0.142,-11.018,1,0.165,125.055,4,test
Dollar $hort,"DRAMA, Flight Facilities",2023,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.127,0.854,195415,0.698,0.0963,8,0.184,-7.655,1,0.143,119.026,4,test
Andale,"DJ Drama, Offset, Moneybagg Yo",2023,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.0874,0.822,168857,0.653,0.0,10,0.213,-4.743,0,0.137,138.046,4,test
Legendary,"DJ Drama, Tyler, The Creator",2023,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.706,0.535,98308,0.634,0.0,10,0.132,-6.986,1,0.119,80.954,4,test
CHA CHA,DRAM,2015,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.000537,0.734,250107,0.743,3.02e-06,1,0.111,-6.689,1,0.0345,135.0,4,test
In The Rain,The Dramatics,2007,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.591,0.421,209213,0.514,8.97e-05,8,0.337,-9.52,0,0.049,145.653,4,test
Tighten It Up - Barney Bones - DRAMA Edit,"DRAMA, Barney Bones",2023,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.00455,0.835,172884,0.718,0.0649,1,0.0952,-6.395,1,0.0467,125.016,4,test
"Cannon Remix (feat. Lil' Wayne, Willie the Kid, Freeway & T.I.)","DJ Drama, Lil Wayne, Willie The Kid, Freeway, T.I.",2007,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.198,0.424,288053,0.847,0.0,1,0.237,-7.777,0,0.474,79.882,4,test
Tighten It Up,DRAMA,2023,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.0995,0.916,174897,0.779,0.00114,1,0.0969,-5.588,1,0.0502,119.023,4,test
Fairytale (Violin),Dramatic Violin,2021,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.518,0.0781,158311,0.623,0.654,2,0.103,-4.203,0,0.0359,185.567,4,test
Sweater Weather (Violin),Dramatic Violin,2021,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.831,0.142,181946,0.453,0.0336,6,0.216,-7.63,0,0.0506,82.395,3,test
Free Game,"DJ Drama, Lil Uzi Vert, 42 Dugg",2023,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.0668,0.475,143007,0.891,0.0,10,0.339,-4.977,1,0.23,94.007,4,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
ORANGE SODA,Baby Keem,2019,"['hip hop', 'rap']",0.177,0.83,129882,0.564,0.0,1,0.128,-7.822,1,0.235,85.042,4,test
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",2021,"['hip hop', 'rap']",0.00588,0.711,252262,0.611,0.0,1,0.23,-5.453,1,0.33,134.093,4,test
HONEST,Baby Keem,2019,"['hip hop', 'rap']",0.403,0.676,172672,0.536,3.37e-05,2,0.105,-8.79,1,0.0432,79.037,4,test
16,Baby Keem,2021,"['hip hop', 'rap']",0.0918,0.701,156040,0.782,2.31e-06,1,0.124,-4.987,1,0.138,94.03,4,test
trademark usa,Baby Keem,2021,"['hip hop', 'rap']",0.107,0.615,270671,0.6,1.61e-06,10,0.283,-5.62,1,0.27,130.027,4,test
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",2021,"['hip hop', 'rap']",0.00575,0.711,252070,0.611,0.0,1,0.231,-5.453,1,0.329,134.14,4,test
Baby Keem,Baby Keem,2018,"['hip hop', 'rap']",0.00166,0.929,127864,0.653,7.71e-06,9,0.585,-4.594,1,0.268,140.065,4,test
lost souls (with Brent Faiyaz),"Baby Keem, Brent Faiyaz",2021,"['hip hop', 'rap']",0.485,0.649,269728,0.347,3.24e-05,1,0.154,-7.67,0,0.404,169.994,4,test
vent,Baby Keem,2021,"['hip hop', 'rap']",0.0123,0.896,136573,0.377,1.43e-06,9,0.115,-5.502,1,0.0935,113.886,4,test
highway 95,Baby Keem,2022,"['hip hop', 'rap']",0.0548,0.77,91783,0.836,0.0,7,0.143,-5.322,1,0.065,84.944,4,test
STATS,Baby Keem,2019,"['hip hop', 'rap']",0.00192,0.567,169828,0.462,3.57e-06,1,0.106,-7.794,1,0.36,152.236,4,test
The Hillbillies,"Baby Keem, Kendrick Lamar",2023,"['hip hop', 'rap']",0.0166,0.814,204800,0.606,0.0,1,0.125,-6.378,1,0.243,150.005,4,test
hooligan,Baby Keem,2021,"['hip hop', 'rap']",0.263,0.602,156774,0.701,1.02e-06,5,0.112,-5.604,0,0.09,124.033,4,test
range brothers (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",2021,"['hip hop', 'rap']",0.00466,0.667,316733,0.582,0.0,11,0.124,-5.791,0,0.267,121.972,4,test
ORANGE SODA,Baby Keem,2019,"['hip hop', 'rap']",0.177,0.83,129882,0.564,0.0,1,0.128,-7.822,1,0.235,85.042,4,test
naked freestyle,Baby Keem,2022,"['hip hop', 'rap']",0.327,0.748,108500,0.561,0.0,2,0.16,-7.095,1,0.0931,60.034,4,test
APOLOGIZE,Baby Keem,2019,"['hip hop', 'rap']",0.0101,0.756,213474,0.429,0.000589,5,0.153,-8.079,0,0.0295,95.008,4,test
booman,Baby Keem,2021,"['hip hop', 'rap']",0.383,0.585,155153,0.754,0.0,0,0.108,-5.396,1,0.142,102.853,4,test
durag activity (with Travis Scott),"Baby Keem, Travis Scott",2021,"['hip hop', 'rap']",0.00404,0.893,224457,0.759,0.0,2,0.0865,-4.245,1,0.309,80.45,4,test
MOSHPIT,Baby Keem,2019,"['hip hop', 'rap']",0.0196,0.764,176353,0.649,0.0,1,0.131,-7.517,1,0.318,135.036,4,test
BUSS HER UP,Baby Keem,2019,"['hip hop', 'rap']",0.104,0.919,139043,0.467,0.12,11,0.711,-7.749,1,0.0909,146.012,4,test
killstreaks (with Don Toliver & PinkPantheress),"Baby Keem, Don Toliver, PinkPantheress",2022,"['hip hop', 'rap']",0.0542,0.777,215680,0.574,1.87e-05,4,0.155,-5.565,0,0.0386,108.003,4,test
durag activity (with Travis Scott),"Baby Keem, Travis Scott",2021,"['hip hop', 'rap']",0.00306,0.89,225020,0.701,3.06e-06,0,0.0895,-5.712,0,0.342,80.462,4,test
bank account (with Lil Uzi Vert),"Baby Keem, Lil Uzi Vert",2022,"['hip hop', 'rap']",0.011,0.859,214240,0.721,0.0,11,0.484,-3.369,0,0.237,148.015,4,test
Gang Activities,Baby Keem,2018,"['hip hop', 'rap']",0.00554,0.92,99989,0.457,0.0,8,0.0798,-6.612,0,0.529,139.995,4,test
first order of business,Baby Keem,2021,"['hip hop', 'rap']",0.0605,0.963,168759,0.309,1.9e-05,6,0.108,-8.456,0,0.315,132.04,4,test
trademark usa,Baby Keem,2022,"['hip hop', 'rap']",0.108,0.613,270671,0.6,1.67e-06,10,0.274,-5.621,1,0.281,130.732,4,test
FRANCE FREESTYLE,Baby Keem,2019,"['hip hop', 'rap']",0.0015,0.929,145792,0.484,0.0,2,0.108,-6.997,1,0.261,139.991,4,test
trademark usa,Baby Keem,2021,"['hip hop', 'rap']",0.108,0.613,270671,0.6,1.67e-06,10,0.274,-5.621,1,0.281,130.732,4,test
INVENTED IT,Baby Keem,2019,"['hip hop', 'rap']",0.0374,0.86,90240,0.662,8.64e-06,7,0.0742,-7.864,1,0.296,96.013,4,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
SLOW DANCING IN THE DARK,Joji,2018,['viral pop'],0.544,0.517,209274,0.479,0.00598,3,0.191,-7.458,1,0.0261,88.968,4,test
Glimpse of Us,Joji,2022,['viral pop'],0.891,0.44,233456,0.317,4.78e-06,8,0.141,-9.258,1,0.0531,169.914,3,test
worldstar money (interlude),Joji,2018,['viral pop'],0.964,0.577,126312,0.387,0.705,7,0.208,-8.607,1,0.274,146.565,1,test
Die For You,Joji,2022,['viral pop'],0.383,0.472,211667,0.518,0.127,8,0.289,-7.379,1,0.051,147.805,4,test
YEAH RIGHT,Joji,2018,['viral pop'],0.62,0.671,174358,0.589,0.234,1,0.0992,-9.573,1,0.128,169.031,4,test
Glimpse of Us,Joji,2022,['viral pop'],0.891,0.44,233456,0.317,4.78e-06,8,0.141,-9.258,1,0.0531,169.914,3,test
Sanctuary,Joji,2020,['viral pop'],0.394,0.551,180019,0.639,0.000141,1,0.373,-7.475,1,0.123,167.809,4,test
Gimme Love,Joji,2020,['viral pop'],0.689,0.486,214558,0.632,0.025,5,0.206,-6.923,1,0.0922,126.348,3,test
Like You Do,Joji,2020,['viral pop'],0.954,0.563,240294,0.198,0.00892,10,0.135,-10.034,1,0.0315,132.691,4,test
Will He,Joji,2018,['viral pop'],0.836,0.618,202103,0.217,0.000163,10,0.538,-15.372,1,0.0515,116.014,4,test
Afterthought,"Joji, BENEE",2020,['viral pop'],0.398,0.609,194871,0.546,0.0841,1,0.093,-8.025,1,0.0352,83.5,4,test
Run,Joji,2020,['viral pop'],0.0469,0.427,195000,0.715,0.000231,7,0.615,-3.948,1,0.0324,157.905,3,test
WANTED U,Joji,2018,['viral pop'],0.105,0.305,251015,0.715,0.0521,7,0.0906,-7.54,1,0.0554,82.974,4,test
Feeling Like The End,Joji,2022,['viral pop'],0.299,0.794,102480,0.668,0.00104,2,0.0899,-7.689,1,0.0646,148.016,4,test
Daylight,"Joji, Diplo",2020,['viral pop'],0.00488,0.528,163906,0.749,9.6e-05,7,0.0949,-7.571,1,0.0479,163.944,4,test
CAN'T GET OVER YOU (feat. Clams Casino),"Joji, Clams Casino",2018,['viral pop'],0.684,0.902,107077,0.316,0.0771,9,0.0853,-8.797,1,0.331,129.93,4,test
YUKON (INTERLUDE),Joji,2022,['viral pop'],0.383,0.736,141093,0.71,0.0351,6,0.395,-8.497,0,0.091,82.482,4,test
TEST DRIVE,Joji,2018,['viral pop'],0.71,0.646,179423,0.648,0.00314,0,0.108,-8.602,0,0.0372,75.001,4,test
NIGHT RIDER,Joji,2022,['viral pop'],0.617,0.768,127987,0.754,0.919,8,0.11,-6.713,1,0.141,85.016,4,test
Ew,Joji,2020,['viral pop'],0.799,0.494,207710,0.374,0.0785,7,0.12,-9.322,0,0.0275,114.06,4,test
1AM FREESTYLE,Joji,2022,['viral pop'],0.748,0.615,113067,0.541,0.00268,0,0.12,-6.307,0,0.0263,126.049,4,test
worldstar money (interlude),Joji,2017,['viral pop'],0.964,0.577,126312,0.387,0.705,7,0.208,-8.607,1,0.274,146.565,1,test
ATTENTION,Joji,2018,['viral pop'],0.893,0.787,128888,0.312,0.0224,7,0.115,-12.401,1,0.0382,119.898,4,test
Demons,Joji,2018,['viral pop'],0.416,0.458,176804,0.378,0.0919,2,0.0966,-11.354,0,0.15,168.232,3,test
Before The Day Is Over,Joji,2022,['viral pop'],0.765,0.393,213707,0.305,0.00146,9,0.092,-11.372,1,0.0461,160.075,4,test
R.I.P. (feat. Trippie Redd),"Joji, Trippie Redd",2018,['viral pop'],0.616,0.716,158726,0.517,0.26,11,0.136,-9.651,0,0.0304,99.284,4,test
I Don't Wanna Waste My Time,Joji,2018,['viral pop'],0.761,0.403,164430,0.234,0.0618,4,0.123,-17.865,1,0.0531,144.226,4,test
Pretty Boy (feat. Lil Yachty),"Joji, Lil Yachty",2020,['viral pop'],0.161,0.657,156759,0.775,0.316,6,0.372,-6.184,1,0.0679,156.044,4,test
Tick Tock,Joji,2020,['viral pop'],0.0402,0.78,132215,0.613,0.00733,4,0.0976,-5.582,0,0.0533,80.526,4,test
Dissolve,Joji,2022,['viral pop'],0.426,0.356,177400,0.401,1.48e-05,10,0.131,-10.303,1,0.0278,92.488,4,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Laundry,Cory Gunz,2024,['nyc rap'],0.308,0.495,168892,0.827,0.0,8,0.227,-5.015,1,0.284,77.5,4,test
Foreign,Cory Gunz,2012,['nyc rap'],0.0331,0.77,232880,0.418,0.00141,11,0.118,-9.552,1,0.368,89.416,5,test
A Millie Remix,"Cory Gunz, Lil Wayne, Jadakiss",2008,['nyc rap'],0.157,0.547,193667,0.755,1.36e-05,6,0.348,-8.221,0,0.393,152.722,4,test
3 Staxx,Cory Gunz,2023,['nyc rap'],0.197,0.624,135381,0.797,0.0,4,0.12,-4.033,0,0.293,84.977,4,test
Scenario,"Cory Gunz, Nino Man, Whispers, RMK",2023,['nyc rap'],0.00338,0.678,181820,0.671,0.0,1,0.115,-6.603,0,0.222,99.013,4,test
NaySay,Cory Gunz,2023,['nyc rap'],0.365,0.659,153211,0.757,0.0,2,0.155,-7.097,1,0.415,170.004,4,test
Hide the Guns,"Cory Gunz, Snyp Life",2023,['nyc rap'],0.226,0.677,169216,0.902,0.000375,7,0.217,-3.409,0,0.293,150.119,4,test
Whispering,"Cory Gunz, Styles P, Whispers",2023,['nyc rap'],0.404,0.481,165882,0.655,0.0,4,0.101,-8.702,0,0.321,78.239,1,test
East 2 Da Westside,"Cory Gunz, ScHoolboy Q",2011,['nyc rap'],0.0851,0.51,137533,0.783,0.0,1,0.551,-4.638,1,0.0843,99.295,4,test
Debt,"Cory Gunz, Whispers, Chase Fetti",2023,['nyc rap'],4.45e-05,0.364,175480,0.6,0.000102,1,0.318,-10.135,1,0.305,83.304,4,test
Different,Cory Gunz,2021,['nyc rap'],0.349,0.518,151551,0.804,2.3e-06,0,0.309,-5.74,1,0.411,136.299,4,test
Whispering,"Cory Gunz, Styles P, Whispers",2023,['nyc rap'],0.404,0.481,165882,0.655,0.0,4,0.101,-8.702,0,0.321,78.239,1,test
Super Goblin,Cory Gunz,2023,['nyc rap'],0.0401,0.452,165618,0.967,5.68e-06,7,0.31,-4.787,0,0.337,91.931,4,test
Like You Don't Know,Cory Gunz,2009,['nyc rap'],0.139,0.715,184421,0.698,0.0,8,0.142,-6.105,1,0.365,94.943,4,test
YMCMB MMG,"Cory Gunz, Meek Mill",2011,['nyc rap'],0.332,0.414,120139,0.922,0.0,1,0.644,-4.075,1,0.407,80.819,4,test
Identical,"Cory Gunz, David Bars",2022,['nyc rap'],0.431,0.687,204800,0.587,0.0,10,0.151,-8.318,0,0.319,75.064,4,test
Do Something,Cory Gunz,2019,['nyc rap'],0.195,0.409,236173,0.684,0.00326,5,0.0512,-5.939,0,0.397,175.256,3,test
Struggle,Cory Gunz,2011,['nyc rap'],0.297,0.611,196960,0.647,1.22e-06,8,0.125,-10.112,0,0.347,167.134,4,test
I Got This,"Cory Gunz, Red Cafe, LORE'L",2022,['nyc rap'],0.0303,0.513,198126,0.937,0.0,10,0.0657,-3.634,0,0.425,86.456,4,test
Like Us,"Cory Gunz, David Bars",2022,['nyc rap'],0.654,0.501,204138,0.662,0.0,4,0.174,-8.557,0,0.295,86.272,4,test
Brand New,"Cory Gunz, David Bars",2022,['nyc rap'],0.278,0.393,208000,0.598,0.0,7,0.0751,-4.793,1,0.0534,89.987,4,test
Everybody Militia Mix,Cory Gunz,2024,['nyc rap'],0.0534,0.554,84288,0.525,4.47e-06,0,0.253,-13.011,1,0.309,137.332,4,test
Brand New,"Cory Gunz, David Bars",2022,['nyc rap'],0.272,0.453,208000,0.598,0.0,7,0.0752,-4.792,1,0.0513,90.014,4,test
Top Chef,"Cory Gunz, Fuego Base, Whispers",2023,['nyc rap'],0.275,0.464,209946,0.813,0.0,8,0.189,-11.357,0,0.481,79.282,1,test
Rick Owens X Nike Tech,"Cory Gunz, Jaewon",2024,['nyc rap'],0.122,0.686,158549,0.773,0.0,1,0.304,-5.392,1,0.192,96.964,4,test
Set It Off,"Cory Gunz, Whispers",2023,['nyc rap'],0.133,0.611,121255,0.911,0.0,6,0.116,-4.892,1,0.42,89.941,4,test
Baraka,Cory Gunz,2019,['nyc rap'],0.00994,0.582,180880,0.841,0.0178,11,0.262,-4.764,1,0.0438,129.957,4,test
Grateful,"Cory Gunz, David Bars",2022,['nyc rap'],0.435,0.71,201728,0.8,0.0,0,0.131,-5.242,0,0.272,85.748,4,test
Uptown Store Skit,"Cory Gunz, Black Saun, Butta, Pax",2023,['nyc rap'],0.212,0.777,60587,0.347,0.0,0,0.087,-9.221,0,0.573,115.143,4,test
Demons,Cory Gunz,2019,['nyc rap'],0.623,0.607,126013,0.688,0.0,1,0.184,-5.872,1,0.384,113.444,5,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Don't Stop Me Now - Remastered 2011,Queen,1978,"['classic rock', 'glam rock', 'rock']",0.0472,0.563,209413,0.865,0.000191,5,0.77,-5.277,1,0.16,156.271,4,test
Another One Bites The Dust - Remastered 2011,Queen,1980,"['classic rock', 'glam rock', 'rock']",0.112,0.933,214653,0.528,0.329,5,0.163,-6.472,0,0.162,109.975,4,test
Crazy Little Thing Called Love - Remastered 2011,Queen,1980,"['classic rock', 'glam rock', 'rock']",0.714,0.599,163373,0.762,4.43e-06,0,0.35,-6.887,1,0.0423,76.961,4,test
Under Pressure - Remastered 2011,"Queen, David Bowie",1982,"['classic rock', 'glam rock', 'rock']",0.422,0.671,248440,0.711,0.0,2,0.104,-7.813,1,0.0478,113.809,4,test
Bohemian Rhapsody - Remastered 2011,Queen,1975,"['classic rock', 'glam rock', 'rock']",0.288,0.392,354320,0.402,0.0,0,0.243,-9.961,0,0.0536,143.883,4,test
We Will Rock You - Remastered 2011,Queen,1977,"['classic rock', 'glam rock', 'rock']",0.679,0.693,122067,0.497,0.0,2,0.258,-7.316,1,0.119,81.308,4,test
Killer Queen - Remastered 2011,Queen,1974,"['classic rock', 'glam rock', 'rock']",0.379,0.535,179600,0.65,0.0,10,0.14,-6.328,1,0.0554,117.188,4,test
Somebody To Love - Remastered 2011,Queen,1976,"['classic rock', 'glam rock', 'rock']",0.19,0.497,296493,0.693,0.0,8,0.215,-7.024,1,0.0565,111.539,3,test
Fat Bottomed Girls - Remastered 2011,Queen,1978,"['classic rock', 'glam rock', 'rock']",0.0319,0.337,255600,0.684,6.57e-06,2,0.342,-7.674,1,0.0495,88.772,4,test
You're My Best Friend - Remastered 2011,Queen,1975,"['classic rock', 'glam rock', 'rock']",0.158,0.518,170800,0.761,0.00765,0,0.0715,-7.025,1,0.0452,118.738,4,test
Good Old-Fashioned Lover Boy - Remastered 2011,Queen,1976,"['classic rock', 'glam rock', 'rock']",0.566,0.545,173173,0.454,0.0,3,0.0541,-6.706,1,0.0302,96.784,4,test
Bohemian Rhapsody,Queen,2006,"['classic rock', 'glam rock', 'rock']",0.271,0.397,355400,0.386,0.0,0,0.188,-10.405,0,0.0503,144.242,4,test
We Are The Champions - Remastered 2011,Queen,1977,"['classic rock', 'glam rock', 'rock']",0.378,0.268,179200,0.459,0.0,7,0.119,-6.948,0,0.0346,64.223,4,test
Radio Ga Ga - Remastered 2011,Queen,1984,"['classic rock', 'glam rock', 'rock']",0.179,0.744,348227,0.502,0.000172,5,0.19,-7.705,1,0.0359,112.345,4,test
I Want To Break Free - Remastered 2011,Queen,1984,"['classic rock', 'glam rock', 'rock']",0.0853,0.795,258013,0.433,0.000284,4,0.0762,-8.927,1,0.0324,108.947,4,test
The Prodigal,Josiah Queen,2023,"['classic rock', 'glam rock', 'rock']",0.218,0.654,193049,0.639,8.96e-06,11,0.197,-5.659,1,0.0489,132.109,4,test
Cool Cat - Remastered 2011,Queen,1982,"['classic rock', 'glam rock', 'rock']",0.308,0.818,209107,0.399,0.00253,1,0.18,-9.927,0,0.111,73.765,4,test
Medicine,Queen Naija,2018,"['classic rock', 'glam rock', 'rock']",0.24,0.741,219136,0.37,0.0,8,0.118,-8.437,0,0.324,116.06,4,test
My Promised Land,Josiah Queen,2024,"['classic rock', 'glam rock', 'rock']",0.516,0.628,194669,0.627,0.0,9,0.145,-5.932,1,0.0641,104.974,4,test
No One Knows,Queens of the Stone Age,2002,"['classic rock', 'glam rock', 'rock']",0.0359,0.507,278707,0.588,0.000129,0,0.373,-4.881,1,0.0641,170.889,4,test
Love Of My Life - Remastered 2011,Queen,1975,"['classic rock', 'glam rock', 'rock']",0.936,0.331,217400,0.183,9.07e-06,5,0.115,-11.63,1,0.0287,79.195,4,test
I am Barabbas,Josiah Queen,2023,"['classic rock', 'glam rock', 'rock']",0.809,0.614,202366,0.38,1.58e-06,11,0.0931,-6.429,1,0.0259,89.92,4,test
I Want To Break Free - Remastered 2011,Queen,1984,"['classic rock', 'glam rock', 'rock']",0.0782,0.875,198773,0.408,0.000848,4,0.122,-10.507,1,0.0376,109.084,4,test
Garden in Manhattan,Josiah Queen,2023,"['classic rock', 'glam rock', 'rock']",0.223,0.727,155124,0.77,0.0,9,0.162,-3.752,1,0.0393,123.973,4,test
A Kind Of Magic - Remastered 2011,Queen,1986,"['classic rock', 'glam rock', 'rock']",0.018,0.671,264253,0.775,0.00283,9,0.121,-5.873,1,0.0354,130.121,4,test
Go With The Flow,Queens of the Stone Age,2002,"['classic rock', 'glam rock', 'rock']",0.0148,0.242,187120,0.992,0.113,4,0.833,-3.9,0,0.0988,159.37,4,test
I Want To Break Free,Queen,2018,"['classic rock', 'glam rock', 'rock']",0.105,0.807,223080,0.414,2.57e-05,4,0.0813,-8.903,1,0.0352,108.944,4,test
Bruno is Orange,"Hop Along, Queen Ansleis, Frances Quinlan",2020,"['classic rock', 'glam rock', 'rock']",0.686,0.549,202247,0.401,0.000121,2,0.364,-9.841,1,0.439,160.994,3,test
Quiero Bailar,Ivy Queen,2004,"['classic rock', 'glam rock', 'rock']",0.297,0.827,186507,0.842,0.0,5,0.277,-5.242,1,0.104,94.887,4,test
Fishes and Loaves,Josiah Queen,2023,"['classic rock', 'glam rock', 'rock']",0.525,0.465,216979,0.404,1.56e-05,1,0.35,-6.357,1,0.0306,143.673,3,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Starman - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.166,0.486,254293,0.449,2.23e-06,5,0.54,-10.298,1,0.0267,100.456,4,test
Heroes - 2017 Remaster,David Bowie,1977,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.000678,0.489,371413,0.758,0.49,7,0.092,-6.491,1,0.0297,112.113,4,test
Space Oddity - 2015 Remaster,David Bowie,1969,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0726,0.31,318027,0.403,9.27e-05,0,0.139,-13.664,1,0.0326,134.48,4,test
Rebel Rebel - 2016 Remaster,David Bowie,1974,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.209,0.635,274747,0.686,0.0176,9,0.282,-15.648,1,0.053,125.988,4,test
Moonage Daydream - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0408,0.56,279693,0.605,0.000162,11,0.0585,-11.209,0,0.0348,144.478,4,test
